lng,lat,service_point_id,address,meter_id,service_connection_id
-0.5069264766575736,38.36799102826668,6119860,DR RECASENS SN-RIEGO,I15FA038923E,2466656
-0.5064800052650787,38.369111055323984,6120069,CN. FONDO PIQUERES SN-RIEGO-J6,E15ND378257U,2485057
-0.5054431454700758,38.36871339493784,6120028,GATA DE GORGOS SN-RIEGO-11,E11NB459947P,2485056
-0.5040196393946004,38.36830312969597,6119990,AVELLANEDA SN-RIEGO-10,E14NB358400C,2474212
-0.4856592686773059,38.3591744275479,6112839,PL.AMERICA SN-RIEGO,I17BD504857R,2466955
-0.4356093849592806,38.3712496608578,6334303,AV.VICENTE HIPOLITO SN -RIEGO,I16FA054535Z,2483175
-0.5172874595682119,38.342846335024674,6253674,VIA PARQUE SN-RIEGO-JARDI,I13FA056414Y,2472414
-0.556840246411154,38.37569334620343,6333383,CN. LOMAS BLANCAS 19-BAJO,C17FA060519J,2482736
-0.41992539660708833,38.367022565109394,6333886,AV.LAS NACIONES SN-FUENT,I18FA276376Y,2483014
-0.42305801881961375,38.37901947317868,6333888,AV.PINTOR PEREZ GIL 1 -FUENT,I17BA343391N,2483016
-0.4275497645054305,38.36244472503805,6333887,LA GOLETA SN-FUENT,I17BA343390M,2483015
-0.4973170393128498,38.35006579374968,6334922,ANTONIO MARTIN TRENCO SN-RIEGO,I18BD046751P,2483328
-0.4758475672174532,38.34711518247281,6003137,PLAYA POSTIGUET SN-RIEGO,I19BA423848N,2484758
-0.48126323542123006,38.35093801065343,6076287,CASTILLO SANTA BARBARA SN-RIEGO,D15TD079879P,2484161
-0.48169273279043173,38.345630509337035,6266299,PL.SANTISIMA FAZ SN-RIEGO,I15FA111968L,2474602
